constant_name,definition
"Use Date Range","Utilice Rango de Fechas"
"Use Defaults","Use opciones por defecto"
"Use Delete Option to Remove.","Utilice la Opción Borrar para Eliminar."
"Use international date style?","¿Utilice el estilo internacional de la fecha? "
"Use source filename","Utilice nombre de fichero fuente"
"Use the fields below for a purchase or transfer.","Use los cambpos abajo para una adquisicion o transferencia"
"Use this feature only with newly installed sites, ","Utilice esta función sólo con los sitios nuevos instalados,"
"Use topics?","Usar temas? "
User,Usuario
"User & Group Administration","Administracion de Usuarios y Grupos"
"User / Groups",Usuarios/Grupos
"User Administration","Admon Usuarios"
"User Certificate Authentication is disabled","Certificado de Autenticacion del usuario esta deshabilitado"
"User Defined","Definido por el usuario"
"User Defined Area 11","Definido por el usuario Zona 11"
"User Defined Area 12","Definido por el usuario Zona 12"
"User Defined Field","Campo definido por el usario "
"User Defined List 1","Definido por el usuario Lista 1"
"User Defined List 2","Definido por el usuario Lista 2"
"User Defined List 3","Definido por el usuario Lista 3"
"User Defined List 4","Definido por el usuario Lista 4"
"User Defined List 5","Definido por el usuario Lista 5"
"User Defined List 6","Definido por el usuario Lista 6"
"User Defined List 7","Definido por el usuario Lista 7"
"User Defined Text 1","Definido por el usuario Texto 1 "
"User Defined Text 2","Definido por el usuario Texto 2"
"User Defined Text 3","Definido por el usuario Texto 3"
"User Defined Text 4","Definido por el usuario Texto 4"
"User Defined Text 5","Definido por el usuario Texto 5"
"User Defined Text 6","Definido por el usuario Texto 6"
"User Defined Text 7","Definido por el usuario Texto 7"
"User Defined Text 8","Definido por el usuario Texto 8"
"User First name","Usuario Nombre"
"User Logon (If 03 above, else leave spaces) (ISA02)","Ingreso de usuario (Si dice arriba 03 , sino deje espacios) (ISA02)"
"User Manual","Manual del sistema"
"User Memberships",Membresía
"User Name","Apellido de usuario"
"User Password (ISA04~ if 01 above, else leave spaces)","User Password (ISA04~ if 01 above, else leave spaces)"
"User Settings","Ajustes de Usuario"
"User Specific Setting","Ajuste Específico de usuario"
"User and Facility Administration","Administración de usuarios y Centros"
"User and Group Administration","Administración de usuarios y grupos "
"User defined","Definido por usuario"
"User logon Required Indicator (ISA01~ use 00 or 03)","User logon Required Indicator (ISA01~ use 00 or 03)"
"User name or Host name cannot be empty","Nombre del Usuario o Huesped no pueden estar vacios"
"User or Host name","Nombre del Usuario o Huesped"
"User password required Indicator (ISA03~ use 00 or 01)","User password required Indicator (ISA03~ use 00 or 01)"
User:,Usuario:
Username,"Nombre de Usuario"
"Username for Phone Gateway. Automated VOIP service provided by Maviq. Please visit http://signup.maviq.com for more information.","Usuario para puerta de enlace telefónico. Servicio automático de VOIP desarrollado por Maviq. Por favor visite http://signup.maviq.com para más información."
"Username for SMS Gateway","Nombre de usuario para la entrada de SMS "
"Username for SMS Gateway.","Usuario para puerta de enlace SMS"
"Username to connect to CouchDB","Nombre de usuario para conectar con CouchDB"
Username:,"Nombre de Usuario"
Users,"Administrar Usuarios"
"Users/Groups/Logs Administration","Usuarios / Grupos / Administración de Registros "
VACATION,VACACIONES
VFC,VFC
VISA,VISA
VISA/MC/AMEX/Dis,VISA/MasterCard/AMEREXPRESS/Discovery
Vacation,"Vacaciones "
Vaccinations,Vacunas
Vaccine,Vacuna
"Vaginal Ring","Anillo Vaginal "
"Vaginal Ring (1 month)","Anillo vaginal (1 mes)"
Valedictory,Despedida
Validation:,Validación
Value,Valor
"Value 1","Valor 1"
"Value 2","Valor 2 "
"Value Should be Numeric","El valor debe ser Numérico"
Var1,Var1
Var2,Var2
"Varicella 1","Varicela 1"
"Varicella 2","Varicela 2"
Varicocele,Varicocele
"Varicose Veins","Venas varicosas"
"Vascular Surgery","Cirugía Vascular"
"Vascular condition","Condición vascular"
"Vascular injury","Lesión vascular"
Vendor,Vendedor
Version,"Versión "
Vertigo,Vértigo
"Veteran`s Administration","Administración de Veteranos"
"Veterans Administration Plan","Plan de Administración de veteranos "
Vietnamese,Vietnamita
View,Ver
"View Allergies","Ver Alergias"
"View Comprehensive Patient Report","Ver Registro Detallado de Cliente"
"View Facility Specific User Information","Ver información de usuario en el centro especificado"
"View Log","Ver Registro"
"View Page 1","Ver Página 1 "
"View Page 2","Ver Página 2"
"View Past and Future Reminders","Ver recordatorios pasados y futuros"
"View Patient","Ver Paciente"
"View document","Ver documento "
"View encounter","Ver encuentro "
"View events in a popup window?","Ver los eventos en una ventana móvil? "
"View related encounters","Ver visitas relacionadas"
"View/Edit Allergies","Ver/Editar Alergias"
View/Print,Ver/Imprimir
"View/edit issue","Ver/Editar incidencia"
View:,Vista
"Viral Load","Carga viral"
"Visceral damage/trauma/surgery","Daño viscerales/trauma/cirugía "
Visit,Visita
"Visit Category:","Categoría de Visita"
"Visit Date","Fecha de Visita "
"Visit Forms","Formas para Visitas"
"Visit History","Histórico de Visitas"
"Visit date","Fecha visita"
Visits,Visitas
"Visits From","Visitas desde"
"Visits From:","Visitas desde"
"Visits Report","Reporte de visitas"
"Visits from","Visitas desde"
"Vital Signs","Signos Vitales"
"Vital Signs Recorded","Signos vitales registrados"
Vitals,"Signos Vitales"
"Vitals (Metric)","Signos Vitales (métrico)"
Voice,Voz
"Voice Sent","Voz Enviada"
"Void and Return to Checkout","Anular recibo y abrir Visita"
"Voluntary Surgical Contraception",AQV
Vomiting,"Vómitos "
W,W
WARNING,AVISO
"WARNING: This will overwrite configuration information with data from the uploaded file!","AVISO: Esto sobreescribirá la información de configuración con los datos del fichero adjunto!"
WNL,WNL
"WORK NOTE","NOTA DE TRABAJO"
WT,peso
"Waist Circ","Circ cintura "
"Waist Circumference","Circunferencia de la cintura"
Waiting,Espera
Walk-In,"Entrar "
"Walt Pennington","Walt Pennington"
Warehouse,Bodega
"Warehouse maximum, 0 if not applicable","Almacén máximo, 0 si no es aplicable"
"Warehouse minimum, 0 if not applicable","Almacén mínimo, 0 si no es aplicable"
Warehouses,"Tiendas de deposito"
Warm,Templado
Warning,Aviso
"Warning, Check Number already exist in the database","Aviso, número de cheque ya existe en la base de datos"
"Warning: A visit was already created for this patient today!","Aviso: ya hay una cita para este paciente hoy! "
"Warning: Patient ID is not unique!","Aviso: Nº Identificación del paciente no es único! "
"Warning: Source and target facilities differ. Continue anyway?","Bodegas ubicadas en diferentes clínicas. Desea realizar la transferencia?"
"Warning: there is no service matching the contraceptive product.","Advertencia: No hay un servicio provisto que coincida con el producto anticonceptivo"
Warnings,Avisos
"We appreciate prompt payment of balances due","Agradecemos su pago a tiempo del balance debido"
Weakness,"Debilidad "
Weakness:,Debilidad
"Web Search","Búsqueda web"
Website,"Sitio Web "
"Website link for the Onsite Patient Portal.","Vínculo sitio web para el Portal del Paciente interno"
Wed,Miércoles
Wednesday,Miércoles
Week,Semana
"Week View",Semana
Week(s),Semana(s)
"Weekly Exposures","Exposicion semanal"
Weeks,Semanas
Weight,Peso
"Weight Assessment and Counseling for Children and Adolescents","Evaluación de peso y Orientación para Niños y Adolescentes"
"Weight Assessment and Counseling for Children and Adolescents (CQM)","Peso evaluación y orientación para niños y adolescentes (GCC)"
"Weight Change","Cambio de peso"
"Weight Loss","Perdida de Peso"
"Weight loss clinic","Clínica de Adelgazamiento"
Welcome,Bienvenido
"Western Blot Assay","Ensayo Western Blot"
"What is to be counted?","¿Cuál debe ser contado? "
Wheezes:,"Los Resuellos: "
Wheezing,"Sibilancia "
Wheezing:,"Resollando: "
"Where may related scanned or paper documents be found?","¿Donde puede los documentos explorados o de papel relacionados que se encontrarán? "
"Whether Insured",Asegurado
Whiplash,"Trallazo "
White,Blanco
Who,Quien
"Who replied?","¿Quién respondió?"
Widowed,"Viudo (a)"
Width,Ancho
"Width in pixels of the left navigation frame.","Ancho en píxeles de la barra de navegación izquierda."
"With selected:","Con el seleccionado"
"With whom may we leave a message?","¿A quién dejamos el mensaje?"
Withheld,Retenido
"Without Schooling","Sin Escolaridad"
"Without Update","Sin actualizar"
Witness,Testigo
Women,Mujer
"Women Only","Sólo mujeres"
Work,Trabajo
"Work Phone","Tel Trabajo"
"Work Phone Number","Teléfono del trabajo"
"Work Phone:	","Tel Trabajo"
"Work related?","Relacionados con el trabajo? "
"Work/ Education/ Hobbies","Trabajo / Educación / aficiones "
