,constant_name,definition,IPPF_Spanish (proposed),Same as Def?,Notes,source,openemr,test,spanish,argentina,panama,haiti,,0,TEST,KEVIN or ANA
5103,Related,Mapeado a,Mapeado a,1,,test,Relacionado,Mapeado a,NULL,NULL,NULL,NULL,1,0,1,0
5104,Related Issue,Incidencia relacionada,Incidencia relacionada,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5105,Related Patient Notes,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5106,Relation(s) / Children,Relacion(es)/niños,Relacion(es)/niños,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5107,Relations,Relaciones,Relaciones,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5108,Relationship,Relación ,Relación ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5109,Relative ordering of this entity,Orden relativo de esta entidad,Orden relativo de esta entidad,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5110,Relatives,Familiares,Familiares,1,,test,Familiares ,Familiares,NULL,NULL,NULL,NULL,1,0,1,0
5111,Relay Health credentials are missing from this user account.,Las credenciales de la salud del relais faltan de esta cuenta de usuario. ,Las credenciales de la salud del relais faltan de esta cuenta de usuario. ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5112,Relay Health ID,Relay Health ID,Relay Health ID,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5113,Release Date,Fecha versión,Fecha versión,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5114,Religion,Religion,Religión,0,,test,Religión,Religion,NULL,NULL,NULL,NULL,1,1,1,0
5115,Relogin,Reinicie sesión,Reinicie sesión,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5116,Remdr,Recordatorio,Recordatorio,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5117,Remember Selected Facility,Recordar Centro Seleccionado,Recordar Centro Seleccionado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5118,Reminder,Recordatorio,Recordatorio,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5119,Reminder intervals,Intervalos recordatorio,Intervalos recordatorio,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5120,Reminder Not Sent Yet,Recordatorio No Enviado Todavía,Recordatorio No Enviado Todavía,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5121,Reminder Sent On,Recordatorio Enviado El,Recordatorio Enviado El,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5122,Reminders,Recordatorios,Recordatorios,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5123,REMIT TO,REMITIR A,REMITIR A,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5124,Remote Host,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5125,Remove,Quitar,Quitar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5126,Remove Group,Eliminar Grupo,Eliminar Grupo,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5127,Remove Group Form,Eliminar el formulario del grupo,Eliminar el formulario del grupo,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5128,Removes support for immunizations,Eliminar soporte para las vacunas,Eliminar soporte para las vacunas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5129,Removes support for phpMyAdmin,Eliminar soporte para phpMyAdmin,Eliminar soporte para phpMyAdmin,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5130,Removes support for prescriptions,Eliminar soporte para prescripciones,Eliminar soporte para prescripciones,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5131,Removes the Chart Tracker feature,Elimina la función del gráfico de seguimiento,Elimina la función del gráfico de seguimiento,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5132,Renal Stones,Litiasis Renal ,Litiasis Renal ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5133,Rename,Renombrar,Renombrar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5134,Rename Group,Renombrar grupo,Renombrar grupo,1,,test,Renombrar Grupo ,Renombrar grupo,NULL,NULL,NULL,NULL,1,0,1,0
5135,Rendering,Predeterminado,Predeterminado,1,,test,Representación ,Predeterminado,NULL,NULL,NULL,NULL,1,0,1,0
5136,Rendering Provider,Representación del Facultativo,Representación del Facultativo,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5137,Rendering Provider Number,Número Representación del Facultativo,Número Representación del Facultativo,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5138,Reorder,Reordenar,Reordenar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5139,Reorder At,Al reordenar ,Al reordenar ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5140,Reorder point has been reached,Alcanzado el punto de pedido,Alcanzado el punto de pedido,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5141,"Reorder point, 0 if not applicable","Punto de pedido, 0 no es válido","Punto de pedido, 0 no es válido",1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5142,Rep,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5143,Repeat New Password,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5144,Repeating event,Repetición eventos,Repetición eventos,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5145,Repeating Info:,Repetir Información:,Repetir Información:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5146,Repeats,Repite,Repite,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5147,REPLACE,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5148,Reply Date,Fecha de respuesta,Fecha de respuesta,1,,test,Fecha de Respuesta,Fecha de respuesta,NULL,NULL,NULL,NULL,1,0,1,0
5149,Reply From,Respuesta de,Respuesta de,1,,test,De respuesta,Respuesta de,NULL,NULL,NULL,NULL,1,0,1,0
5150,Report,Reporte,Reporte,1,,test,Informe,Reporte,NULL,NULL,NULL,NULL,1,0,1,0
5151,Report - Clinical,Informe Clínico,Informe Clínico,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5152,Report by,Informe por,Informe por,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5153,Report History/Results,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5154,Report Results,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5155,Report Results/History,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5156,Report Status,Reporte de estado,Reporte de estado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5157,Report Totals,Informe Totales,Informe Totales,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5158,Report/ Form,Informe/Formulario,Informe/Formulario,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5159,Reportable,Informable,Informable,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5160,Reported,Reportado,Reportado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5161,Reported Date,Fecha Informada,Fecha Informada,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5162,Reports,Reportes,Reportes,1,,test,Informes,Reportes,NULL,NULL,NULL,NULL,1,0,1,0
5163,Reprint with New Receipt,Reimprimir recibo con nuevo numero,Reimprimir recibo con nuevo número,0,,panama,NULL,NULL,NULL,NULL,Reimprimir recibo con nuevo numero,NULL,1,1,0,0
5164,Reproductive General,SSR general,SSR - General,0,,test,NULL,SSR general,NULL,NULL,NULL,NULL,1,1,1,0
5165,Reproductive Women,SSR mujeres,SSR mujeres,1,,test,NULL,SSR mujeres,NULL,NULL,NULL,NULL,1,0,1,0
5166,Request ignored - claims processing is already running!,¡Solicitud ignorada - proceso de reclamos ya se está ejecutando!,¡Solicitud ignorada - proceso de reclamos ya se está ejecutando!,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5167,Requested Method,Método solicitado,Método solicitado,1,,test,NULL,Método solicitado,NULL,NULL,NULL,NULL,1,0,1,0
5168,Requested Service,Servicio solicitado,Servicio solicitado,1,,test,Servicio Solicitado ,Servicio solicitado,NULL,NULL,NULL,NULL,1,0,1,0
5169,Require Strong Passwords,Se requiere Contraseña más compleja,Se requiere Contraseña más compleja,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5170,Require Unique Passwords,Se requiere Contraseña única,Se requiere Contraseña única,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5171,Required,Requerido ,Requerido ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5172,Required Co Pay,Copago requerido,Copago requerido,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5173,Required Field Missing: Please choose the EDI-271 file to upload,Falta campo requerido:Por favor elija el fichero EDI-271 para adjuntar,Falta campo requerido:Por favor elija el archivo EDI-271 para adjuntar,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
5174,Required field missing: Please enter the First name,Falta campo requerido: Por favor introduzca el nombre,Falta campo requerido: Por favor introduzca el nombre,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5175,Required field missing: Please enter the Last name,Falta campo requerido: Por favor introduzca el apellido,Falta campo requerido: Por favor introduzca el apellido,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5176,Required field missing: Please enter the User Name,Falta campo requerido: Por favor introduzca el nombre de usuario,Falta campo requerido: Por favor introduzca el nombre de usuario,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5177,Required fields,Campos requeridos,Campos requeridos,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5178,Requirements,Requerimientos,Requerimientos,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5179,RESERVED,RESERVADO,RESERVADO,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5180,Reserved,Reservado,Reservado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5181,Reserved for use to define Scheduled Vacation Time,Reservados para su uso para definir el Tiempo Programado de Vacaciones,Reservados para su uso para definir el Tiempo Programado de Vacaciones,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5182,Reserved to define when a provider may not have available appointments after.,Reservados para definir cuando un proveedor no podrá tener citas disponibles después. ,Reservados para definir cuando un proveedor no podrá tener citas disponibles después. ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5183,Reserved to define when an event did not occur as specified.,Reservado para definir cuando un evento no ocurrió tal como se especificaba. ,Reservado para definir cuando un evento no ocurrió tal como se especificaba. ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5184,Reserved todefine when a provider may haveavailable appointments after.,Reservados para definir cuando un proveedor puede tener citas disponibles después.,Reservados para definir cuando un proveedor puede tener citas disponibles después.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5185,Reset,Reinicio,Reinicio,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5186,Reset Offsite Portal Credentials,Resetear credenciales del Portal externo,Resetear credenciales del Portal externo,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5187,Reset Onsite Portal Credentials,Resetear credenciales del Portal interno,Resetear credenciales del Portal interno,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5188,Resn,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5189,Resolved,Resuelto,Resuelto,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5190,Respiration,Respiración,Respiración,1,,test,Respiración ,Respiración,NULL,NULL,NULL,NULL,1,0,1,0
5191,Respirator effort unlabored,Esfuerzo al Respirar,Esfuerzo al Respirar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5192,Respiratory,Respiratorias ,Respiratorias ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5193,Restrict non-authorized users to the Schedule Facilities set in User admin.,Restringir a usuarios no autorizados el calendario de la clínica establecido en usuario admin.,Restringir a usuarios no autorizados el calendario de la clínica establecido en usuario admin.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5194,Restrict Users to Facilities,Restringir usuarios a Centros,Restringir usuarios a Centros,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5195,Restricted Training,Entrenamiento Restringido,Entrenamiento Restringido,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5196,Result,Resultado,Resultado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5197,Result Name,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5198,Result Status,Estado del resultado,Estado del resultado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5199,Result status or abnormality is missing,Falta estado o anormalidad del resultado,Falta estado o anormalidad del resultado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5200,"Result, use % as a wildcard","Resultado, use % como comodín","Resultado, use % como comodín",1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5201,Results,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5202,Results and,Resultados y,Resultados y,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5203,Results and Recommendations,Resultados y Recomendaciones,Resultados y Recomendaciones,1,,test,NULL,Resultados y Recomendaciones,NULL,NULL,NULL,NULL,1,0,1,0
5204,Results Found For Search,Resultados Encontrados para la Búsqueda,Resultados Encontrados para la Búsqueda,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5205,Results Group,Grupo Resultados,Grupo Resultados,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5206,Results of Last Pap Smear ,resultados del último Papanicolau,Resultados del último Papanicolau,0,,test,NULL,resultados del último Papanicolau,NULL,NULL,NULL,NULL,1,1,1,0
5207,Results Path,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5208,Results per page,Resultados por página,Resultados por página,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5209,Results/Details,Resultados / Detalles,Resultados / Detalles,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5210,Retinal Exam,Examen de retina,Examen de retina,1,,test,Examen de Retina,Examen de retina,NULL,NULL,NULL,NULL,1,0,1,0
5211,Retired,Jubilado(a),Jubilado(a),1,,panama,NULL,NULL,NULL,NULL,Jubilado(a),NULL,1,0,0,0
5212,Retracted Right:,Derecho retractado:,Derecho retractado:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5213,Return,Devolución,Devolución,1,,test,Volver,Devolución,NULL,NULL,NULL,NULL,1,0,1,0
5214,Return above part with your payment,Retorne la parte superior con su pago,Retorne la parte superior con su pago,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5215,Return to calendar,Regresar a calendario,Regresar a calendario,1,,test,Retornar al calendario,Regresar a calendario,NULL,NULL,NULL,NULL,1,0,1,0
5216,Return To Report Results,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5217,Return to this page and you will be able to complete the ICD10 installation process by clicking on the ICD10 section header,Vuelva a esta página y podrá completar el proceso de instalación ICD 10 haciendo click en la sección de la cabecera ICD 10,Vuelva a esta página y podrá completar el proceso de instalación ICD 10 haciendo click en la sección de la cabecera ICD 10,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5218,Return to this page and you will be able to complete the ICD9 installation process by clicking on the ICD9 section header,Vuelva a esta página y podrá completar el proceso de instalación ICD 9 haciendo click en la sección de la cabecera ICD 9,Vuelva a esta página y podrá completar el proceso de instalación ICD 9 haciendo click en la sección de la cabecera ICD 9,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5219,Return to this page and you will be able to complete the RxNorm installation process by clicking on the RXNORM section header,Vuelva a esta página y podrá completar el proceso de instalación RxNorm haciendo click en la sección de la cabecera RXNORM,Vuelva a esta página y podrá completar el proceso de instalación RxNorm haciendo click en la sección de la cabecera RXNORM,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5220,Return to this page and you will be able to complete the Snomed installation process by clicking on the SNOMED section header,Vuelva a esta página y podrá completar el proceso de instalación Snomed haciendo click en la sección de la cabecera SNOMED,Vuelva a esta página y podrá completar el proceso de instalación Snomed haciendo click en la sección de la cabecera SNOMED,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5221,Return Value,Valor Devuelto ,Valor Devuelto ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5222,Return Visit,Visita de Vuelta ,Visita de Vuelta ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5223,Returned to Play,Volvió a jugar,Volvió a jugar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5224,Reuse of three previous passwords not allowed!,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,0,0,0
5225,Review of PMH:,Examen de PMH: ,Examen de PMH: ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5226,Review Of Systems,Revisión de los sistemas,Revisión de los sistemas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5227,Review Of Systems ,Chequeo Médico,Chequeo Médico,1,,test,NULL,Chequeo Médico,NULL,NULL,NULL,NULL,1,0,1,0
5228,Review of Systems Checks,Revisión de chequeos de sistemas,Revisión de chequeos de sistemas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5229,Reviewed,Revisado,Revisado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5230,Revision,Revisión ,Revisión ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5231,RH Factor,Factor RH,Factor RH,1,,test,NULL,Factor RH,NULL,NULL,NULL,NULL,1,0,1,0
5232,RH Factor:,Factor RH:,Factor RH:,1,Duplicate,test,NULL,Factor RH:,NULL,NULL,NULL,NULL,1,0,1,1
5233,Rheumatoid Arthritis,Artritis reumatoide,Artritis reumatoide,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5234,Rheumotoid Arthritis,Artritis reumatoide,Artritis reumatoide,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5235,Right,Derecho,Derecho,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5236,Right Ear,Oido Derecho,Oido Derecho,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5237,right ear,oido derecho,oido derecho,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5238,Right:,Derecho:,Derecho:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5239,Ringing In Ears,Sonido en Oídos ,Sonido en Oídos ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5240,Ringing in Ears,Zumbido en Oídos ,Zumbido en Oídos ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5241,Risk Factors,Factores de riesgo,Factores de riesgo,1,,test,Factores de Riesgo ,Factores de riesgo,NULL,NULL,NULL,NULL,1,0,1,0
5242,Risk Level,Nivel de riesgo,Nivel de riesgo,1,,test,Nivel de Riesgo,Nivel de riesgo,NULL,NULL,NULL,NULL,1,0,1,0
5243,Risk Reduction,Reducción de Riesgos,Reducción de Riesgos,1,,test,NULL,Reducción de Riesgos,NULL,NULL,NULL,NULL,1,0,1,0
5244,Risks and Complications Explained,Explicación de riesgos y complicaciones,Explicación de riesgos y complicaciones,1,,test,NULL,Explicación de riesgos y complicaciones,NULL,NULL,NULL,NULL,1,0,1,0
5245,RLL:,RLL:,RLL:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5246,ROM,ROM,ROM,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5247,Romanian,Rumano,Rumano,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5248,Roster,Lista,Lista,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5249,Route,Ruta,Ruta,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5250,"Route of administration, if applicable",Ruta de administracion si aplicable,Ruta de administracion si aplicable,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5251,Routed,Encaminado,Encaminado,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5252,Rows,Filas,Filas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5253,Rows:,Filas,Filas:,0,,test,NULL,Filas,NULL,NULL,NULL,NULL,1,1,1,0
5254,RRR without MOR,RRR sin MOR ,RRR sin MOR ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5255,Rub:,Frotar,Frotar,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5256,Rubs:,Frotaciones: ,Frotaciones: ,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5257,Rule,Regla,Regla,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5258,Rule Add,Añadir regla,Añadir regla,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5259,Rule Detail,Detalle Regla,Detalle Regla,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5260,Rule Edit,Editar Regla,Editar Regla,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5261,Rule Set,Ajuste Regla,Ajuste Regla,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5262,Rules,Reglas,Reglas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5263,Rules Configuration,Configuración Regla,Configuración Regla,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5264,Running Command: ,Ejecutando comando,Ejecutando comando,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5265,Rupture,ruptura,ruptura,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5266,Russian,Ruso,Ruso,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5267,RX,Receta,Receta,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5268,Rx,Recetas,Recetas,1,,test,Receta,Recetas,NULL,NULL,NULL,NULL,1,0,1,0
5269,Rx Bottom Margin (px),Margen inferior Receta (px),Margen inferior Receta (px),1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5270,Rx Enable DEA #,Receta Activa DEA#,Receta Activa DEA#,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5271,Rx Enable NPI,Receta Activa NPI,Receta Activa NPI,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5272,Rx Enable State Lic. #,Receta Activa Estado Lic.#,Receta Activa Estado Lic.#,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5273,Rx Left Margin (px),Margen izquierdo Receta (px),Margen izquierdo Receta (px),1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5274,Rx Paper Size,Tamaño papel Receta,Tamaño papel Receta,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5275,Rx Right Margin (px),Margen derecho Receta (px),Margen derecho Receta (px),1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5276,Rx Show DEA #,Mostrar Receta DEA#,Mostrar Receta DEA#,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5277,Rx Show NPI,Mostrar Receta NPI,Mostrar Receta NPI,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5278,Rx Show State Lic. #,Mostrar Receta Estado Lic.#,Mostrar Receta Estado Lic.#,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5279,Rx Top Margin (px),Margen superior Receta (px),Margen superior Receta (px),1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5280,RxNorm,Recetario (RxNorm),Recetario (RxNorm),1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5281,RxNorm Database,Base de datos RxNorm,Base de datos RxNorm,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5282,S,S,S,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5283,S.S.,S.S.,S.S.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5284,S3:,S3:,S3:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5285,S4:,S4:,S4:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
5286,SA  *  * To read the license please read the docs/license.txt or visit  * http://www.gnu.org/copyleft/gpl.html  *  */  //========================================================================= // ,SA ** para leer la licencia por favor lea la documentoss/licencia.texto o visite * http://www.gnu.org/copyleft/gpl.html * * / / / ========================================================================= / /,SA ** para leer la licencia por favor lea la documentoss/licencia.texto o visite * http://www.gnu.org/copyleft/gpl.html * * / / / ========================================================================= / /,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
